<node>	<field>	<description>	<type>	<terms>	<pattern>	<maximum>	<minimum>	<options1>	<options2>	<options3>	<options4>	<options5>	<options6>	<options7>	<options8>
gynecological_exam	cervical_motion_tenderness	"Presence of ervical motion tenderness
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	uterus_presence	"Presence of uterus
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	uterine_tenderness	"Presence of uterine tenderness
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	uterine_enlargement	"Presence of uterine enlargement
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	adnexae_presence	"Presence of Adnexae
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	adnexae_right_tenderness	"Presence of right  adnexal tenderness
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	adnexae_left_tenderness	"Presence of left adnexal tenderness
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	adnexae_right_mass	"Presence of right  adnexal mass
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	adnexae_left_mass	"Presence of left adnexal mass
"	enum					Present | Absent | Refusal | Unknown 							
gynecological_exam	lesions_count	"Total number of lesions
"	integer												
gynecological_exam	trichomonas_test	"Trichomonas wet prep test
"	enum					positive | negative | unclear | not obtained | not read | Refusal | Unknown 							
gynecological_exam	clue_cells_test	"Clue cells wet prep test
"	enum					positive | negative | unclear | not obtained | not read | Refusal | Unknown 							
gynecological_exam	clue_cells_percentage	"Percentage of clue cells observed (more or less 20%)
"	enum					<20% | >=20% | Refusal | Unknown 							
gynecological_exam	increased_wbcs	"Increased wbcs
"	enum					positive | negative | unclear | not obtained | not read | Refusal | Unknown 							
gynecological_exam	yeast_koh_test	"Yeast KOH mount test
"	enum					positive | negative | unclear | not obtained | not read | Refusal | Unknown 							
gynecological_exam	amine_odor_koh_test	"Amine odor KOH mount test
"	enum					positive | negative | unclear | not obtained | not read | Refusal | Unknown 							
gynecological_exam	clinical_impression_lesions	"List of clinical impression episodes
"	string												
summary_lab_result	ldlchold	"LDL Cholesterol measured directly in the laboratory (mg/dL)
"	number	_terms.yaml#/C105588 											
summary_lab_result	ldlcholc	"LDL Cholesterol calculated from other measurements (mg/dL)
"	number	_terms.yaml#/C105588 											
summary_lab_result	chol_hdl_ration	"Cholesterol/HDL ratio
"	number	_terms.yaml#/C147362 											
summary_lab_result	chol	"Cholesterol (mg/dL)
"	number	_terms.yaml#/C105586 											
summary_lab_result	triglyc	"Triglycerides (mg/dL)
"	number	_terms.yaml#/C64812 											
summary_lab_result	hdlchol	"HDL Cholesterol (mg/dL)
"	number	_terms.yaml#/C105587 											
summary_lab_result	ldlchold_ratio	"LDL/HDL Cholesterol ratio
"	number	_terms.yaml#/C121182 											
summary_lab_result	cd4dt	"Year that CD4 was collected
"	integer	_terms.yaml#/C16300 ,_terms.yaml#/C81286 											
summary_lab_result	hematocrit	"Hematocrit (%)
"	number	_terms.yaml#/C64796 											
summary_lab_result	hemoglobin	"Hemoglobin (gm/dl)
"	number	_terms.yaml#/C64848 											
summary_lab_result	hsrat	"Helper/Suppressor Ratio (CD4N/ CD8N)
"	number	_terms.yaml#/C129775 											
summary_lab_result	leu3n	"# of CD4 positive cells (helpers, cells per mm^3)
"	integer	_terms.yaml#/C55931 											
summary_lab_result	leu3p	"% CD4 positive cells (helpers)
"	number	_terms.yaml#/C25613 ,_terms.yaml#/C153220 											
summary_lab_result	leu2n	"# of CD8 positive cells (suppressors, cells per mm^3)
"	integer	_terms.yaml#/C103811 											
summary_lab_result	leu2p	"% CD8 positive cells (suppressors)
"	number	_terms.yaml#/C25613 ,_terms.yaml#/C12542 											
summary_lab_result	leu4n	"# of CD3 positive cells (cells per mm^3)
"	integer	_terms.yaml#/C103809 											
summary_lab_result	leu4p	"% CD3 positive cells
"	number	_terms.yaml#/C25613 ,_terms.yaml#/C131386 											
summary_lab_result	llq_vl	"Lower limit of quantification of HIV RNA assay
"	enum	_terms.yaml#/C25555 ,_terms.yaml#/C129663 ,_terms.yaml#/C60819 				TaqMan | Abbott Real Time PCR | Roche Ultrasensitive, Chiron, & Siemens bDNA | NucliSens, 1 ml input | Unknown | Roche Amplicor & NucliSens, .2 ml input | Quantiplex | NASBA, .1 ml input | Bayer Branched DNA | Missing (some pre-HAART for new recruits) 							
summary_lab_result	platelets	"Platelets (thousands/mm3)
"	number	_terms.yaml#/C51951 											
summary_lab_result	rbc	"Count of Red blood cells (millions/mm3)
"	number	_terms.yaml#/C12521 											
summary_lab_result	ud_vl	"HIV RNA detection status
"	enum					Below lower limit of quantification (VLOAD set to lower limit) {_terms.yaml#/C82589, } | Detected {_terms.yaml#/C16210, } | Above upper limit of quantification (VLOAD set to upper limit) {_terms.yaml#/C85533, } 							
summary_lab_result	viral_load	"Standardized viral load (copies/ml)
"	number	_terms.yaml#/C51952 											
summary_lab_result	viral_load_kit	"Viral Load Kit used
"	enum					Chiron 2nd Generation | Roche 2nd Generation | Roche ultra-sensitive 2nd Generation | Roche Cobas TaqMan 							
summary_lab_result	vldt	"Year that Viral Load was collected
"	integer												
summary_lab_result	version	"Version number of data
"	string	_terms.yaml#/C51952 ,_terms.yaml#/C29848 ,_terms.yaml#/C25453 											
summary_lab_result	wbc	"Count of white blood cells
"	number	_terms.yaml#/C51948 											
summary_lab_result	percent_infection	"percentage of cells that infected by virus.
"	number	_terms.yaml#/C25613 ,_terms.yaml#/C12508 ,_terms.yaml#/C128320 ,_terms.yaml#/C14283 											
summary_lab_result	virus_titer_rep1	"A numerical expression of the quantity of virus in a given volume in first test. It is expressed in plaque forming unites (pfu) per mL.
"	integer												
summary_lab_result	virus_titer_rep2	"A numerical expression of the quantity of virus in a given volume in second test. It is expressed in plaque forming unites (pfu) per mL.
"	integer												
summary_lab_result	virus_titer_rep3	"A numerical expression of the quantity of virus in a given volume in third test. It is expressed in plaque forming unites (pfu) per mL.
"	integer												
summary_lab_result	virus_titer_rep4	"A numerical expression of the quantity of virus in a given volume in fourth test. It is expressed in plaque forming unites (pfu) per mL.
"	integer												
summary_lab_result	virus_titer_rep5	"A numerical expression of the quantity of virus in a given volume in fifth test. It is expressed in plaque forming unites (pfu) per mL.
"	integer												
summary_lab_result	titer_PFU_per_gram	"A numerical expression of the quantity of virus normalized by weight. It is expressed in plaque forming unites (pfu) per gram.
"	number												
summary_lab_result	virus_NP_gRNA	"A numerical expression of the quantity of virus NP genomic RNA relative to RPL14 with log transformation.
"	number												
summary_lab_result	virus_NP_mRNA	"A numerical expression of the quantity of virus NP mRNA level relative to RPL14 with log transformation.
"	number												
summary_lab_result	baff	"The determination of the amount of B-cell activating factor present in a sample.  Tumor necrosis factor ligand superfamily member 13B (285 aa, ~31 kDa) is encoded by the human TNFSF13B gene. This protein is involved in signal transduction and the modulation of B- and T-cell proliferation.
"	number												
summary_lab_result	bca1	"The determination of the amount of chemokine (C-X-C motif) ligand 13 present in a sample.  C-C motif chemokine 13 (98 aa, ~11 kDa) is encoded by the human CCL13 gene. This protein is involved in leukocyte chemotaxis and inflammation.
"	number												
summary_lab_result	ccr5	"The determination of the amount of C-C chemokine receptor type 5 in a biological specimen.  C-C chemokine receptor type 5 (352 aa, ~41 kDa) is encoded by the human CCR5 gene. This protein is involved in the modulation of inflammatory responses and cellular signaling.
"	number												
summary_lab_result	ccr5d32	"Term will by requested to NCIt and the description will be updated once the term is added to NCIt.
"	number												
summary_lab_result	cd27	"Term will by requested to NCIt and the description will be updated once the term is added to NCIt.
"	number												
summary_lab_result	crp	"A quantitative measurement of the amount of C-reactive protein present in a sample.  C-reactive protein (224 aa, ~25 kDa) is encoded by the human CRP gene. This protein is cleaved during biological activation and is associated with host defense mechanisms and inflammatory responses.
"	number												
summary_lab_result	eotaxin	"The determination of the amount of eotaxin present in a sample.  Eotaxin (97 aa, ~11 kDa) is encoded by the human CCL11 gene. This protein plays a role in allergen-dependent eosinophil chemotaxis.
"	number												
summary_lab_result	gmcsf	"The determination of the amount of granulocyte macrophage colony stimulating factor present in a sample.  Granulocyte-macrophage colony-stimulating factor (144 aa, ~16 kDa) is encoded by the human CSF2 gene. This protein plays a role in the positive regulation of the growth and differentiation of cells in the granulocyte, macrophage, eosinophil and erythrocyte lineages.
"	number												
summary_lab_result	gp130	"Interleukin-6 receptor subunit beta (918 aa, ~104 kDa) is encoded by the human IL6ST gene. This protein is involved in cytokine receptor-mediated signal transduction.
"	number												
summary_lab_result	ifng	"The determination of the amount of interleukin 1 beta present in a sample.  Interleukin-1 beta (269 aa, ~31 kDa) is encoded by the human IL1B gene. This protein is involved in the macrophage-dependent inflammatory response.
"	number												
summary_lab_result	il1b	"The determination of the amount of interferon gamma present in a sample.  Interferon gamma (166 aa, ~19 kDa) is encoded by the human IFNG gene. This protein is involved in antiviral activity, macrophage activation, antiproliferative activity and immunopotentiation.
"	number												
summary_lab_result	il2	"The determination of the amount of interleukin 2 present in a sample.  Interleukin-2 (153 aa, ~18 kDa) is encoded by the human IL2 gene. This protein is involved in T-cell proliferation, leukocyte stimulation and immune responses.
"	number												
summary_lab_result	il4	"The determination of the amount of interleukin 4 present in a sample.  Interleukin-4 (153 aa, ~17 kDa) is encoded by the human IL4 gene. This protein is involved in the regulation of the expression of class II MHC molecules, Fc receptors and cell surface-bound immunoglobulins.
"	number												
summary_lab_result	il6	"The determination of the amount of soluble interleukin 6 Receptor present in a sample.  Interleukin-6 (212 aa, ~24 kDa) is encoded by the human IL6 gene. This protein is involved in signaling affecting a wide variety of cell types including monocytes, lymphocytes, hepatocytes and nerve cells.
"	number												
summary_lab_result	il8	"The determination of the amount of interleukin 8 present in a sample.  Interleukin-8 (99 aa, ~11 kDa) is encoded by the human CXCL8 gene. This protein is involved in chemotaxis and neutrophil activation.
"	number												
summary_lab_result	il10	"The determination of the amount of interleukin 10 present in a sample.  Interleukin-10 (178 aa, ~21 kDa) is encoded by the human IL10 gene. This protein plays a role in the negative regulation of cytokine expression.
"	number												
summary_lab_result	il12	"The determination of the amount of interleukin 12 present in a sample.  Exhibiting a broad range of biological activities on T and natural killer cells, Interleukin-12 is a disulfide-bonded heterodimeric cytokine composed of a 35-kD IL12A subunit (IL-6 Superfamily) and a 40-kDa IL12B subunit (Type I Cytokine Receptor 3 Family). IL12 stimulates T-cell-independent production of IFN-gamma by PBMCs, enhances NK cell lytic activity, acts as a growth factor for T- and NK-cells, and is important for Th1 and Th2 cell differentiation. Lymphocyte responses to IL12 require NOS2A and are mediated by STAT4 activator of transcription. (NCI).
"	number												
summary_lab_result	il17	"The determination of the amount of interleukin 17 present in a sample.  Interleukin-17A (155 aa, ~18 kDa) is encoded by the human IL17A gene. This protein is involved in the positive regulation of cytokine production.
"	number												
summary_lab_result	mcp1	"The determination of the amount of monocyte chemotactic protein 1 present in a sample.  Human CCL2 wild-type allele is located within 17q11.2-q12 and is approximately 2 kb in length. This allele, which encodes C-C motif chemokine 2 protein, is involved in the mediation of immune cell chemotaxis during tissue injury.
"	number												
summary_lab_result	scd14	"Term will by requested to NCIt and the description will be updated once the term is added to NCIt. This term is the same as s_cd14 but was collected at a different timepoint.
"	number												
summary_lab_result	s_cd14	"Term will by requested to NCIt and the description will be updated once the term is added to NCIt. This term is the same as s_cd14 but was collected at a different timepoint.
"	number												
summary_lab_result	sil2ra	"The determination of the amount of monocyte chemotactic protein 1 present in a sample.  Human CCL2 wild-type allele is located within 17q11.2-q12 and is approximately 2 kb in length. This allele, which encodes C-C motif chemokine 2 protein, is involved in the mediation of immune cell chemotaxis during tissue injury.
"	number												
summary_lab_result	stnfr2	"Term will by requested to NCIt and the description will be updated once the term is added to NCIt. 
"	number												
summary_lab_result	tnfa	"The determination of the amount of TNF-alpha production inhibitory activity present in a sample.  Tumor necrosis factor (233 aa, ~26 kDa) is encoded by the human TNF gene. This protein is involved in the induction of cytokine expression, the stimulation of cell proliferation and the positive regulation of cell differentiation.
"	number												
virus_infection	strain	"A lower-level taxonomic rank used in microbiology or virology, plants and rodents, usually at the intraspecific level (within a species).
"	string												
virus_infection	virus_subtype	"Viruses are divided into subtypes on the basis of two proteins on the surface of the virus: hemagglutinin (HA) and neuraminidase (NA).
"	string												
virus_infection	virus_type	"Virus type.
"	string												
virus_infection	mutation_status	Is there mutation within the genome of the virus.	boolean												
virus_infection	mutation	A brief description of the mutation.	string												
virus_infection	virus_titer_in_stock	A numerical expression of the quantity of virus in a given volume in stock. It is expressed in plaque forming units (pfu) per mL.	integer												
virus_infection	virus_volume	"The virus volume in microliters (ml) subject to infection.
"	number												
virus_infection	infection_buffer	"The buffer solution to dissolve virus for infection.
"	string												
virus_infection	moi	"Multiplicity of infection is the average number of virus particles infecting each cell.
"	number												
virus_infection	infection_dose	"The amount of virus measured in plaque forming units (pfu) administered to each subject.
"	number												
virus_infection	post_infection_medium	"The growth medium for cell culture post virus infection.
"	string												
virus_infection	post_infection_BSA_percentage	"The percentage of BSA in growth medium for cell culture post virus infection.
"	number												
virus_infection	post_infection_TPCK	"The concentration of TPCK in growth medium for cell culture post virus infection.
"	number												
visit_file	data_category		enum	_terms.yaml#/data_category				Laboratory Results | Neurocognitive Test | Physical Examination | Gynecological Examination | Socio-Demographic Questionnaire | Health Questionnaire | Mental Health Questionnaire | Drug Use Questionnaire | Behavior Questionnaire 							
visit_file	data_type		string	_terms.yaml#/data_type											
visit_file	data_format		string	_terms.yaml#/data_format											
imaging_exam	uid	"Formal DICOM identifier for the study.
"	string												
imaging_exam	series_uid	"CFormal identifier for this series.
"	string												
imaging_exam	image_body_site	"Location of image in both lungs, left lung or right lung.
"	enum					Both lungs | Left lung | Right lung 							
elisa_assay	analyte_preferred	"Standardized analyte type
"	string												
elisa_assay	analyte_reported	"Reported analyte name
"	string												
elisa_assay	comment	"Free text to expand upon details
"	string												
elisa_assay	unit_preferred	"Standardized unit used to measure results
"	string												
elisa_assay	unit_reported	"Reported unit used to measure results
"	string												
elisa_assay	value_preferred	"Standardized value
"	number												
elisa_assay	value_reported	"Reported value
"	string												
